1571.549042,284.8275529,0.055868918
1252.226329,287.7823513,0.040127561
1861.33138,287.2487893,0.048985101
1360.388664,364.1378774,0.056293038
1391.134074,259.3979235,0.048729746
2310.725299,289.9699385,0.055728013
2164.679564,274.7775791,0.044629429
1415.25914,348.3070069,0.055503305
659.1009355,303.3334301,0.038519312
1340.57731,314.6667396,0.05120325
1128.01245,308.3854678,0.055351296
818.2936122,321.6097253,0.055470262
1454.39705,334.4860292,0.051048701
381.6421581,272.6743239,0.050868199
425.0150148,268.8916656,0.054378943
2328.590993,304.734363,0.045305383
2227.471466,269.7706181,0.052317089
969.5946347,319.6252041,0.045942043
2352.847421,310.8939535,0.054751296
1644.021218,272.0387643,0.035530823
2127.389088,261.2837994,0.044130173
850.4368841,279.3123355,0.051763709
1963.337813,283.9825283,0.053196551
1482.36215,304.346202,0.057574812
1950.091523,322.5546083,0.032951915
359.8069489,280.5013137,0.049763592
901.5438245,295.1026804,0.055650261
1096.009661,301.1703318,0.057358802
1878.214333,274.3582843,0.058614003
685.4641262,316.2842541,0.050188194
209.2174045,291.4529316,0.056883491
1030.622715,309.6635761,0.053986359
2098.944264,296.1132475,0.054103346
509.8849521,288.6755734,0.056535676
1755.292527,318.543821,0.039610696
2213.540212,236.496989,0.035914878
724.9418783,248.4757856,0.041535102
533.4751099,300.0424083,0.047912231
869.5023074,328.4645618,0.057192257
815.2984922,298.8780573,0.04923764
789.7657759,305.5529858,0.051716914
1213.324219,266.8771183,0.056347485
1373.697491,338.2246837,0.050610398
243.3334399,264.1384972,0.05769226
1984.351803,312.8566168,0.048558437
485.7010355,285.6065912,0.043431961
1805.731365,266.0388466,0.058883099
353.909174,329.5173234,0.053456444
1827.067718,252.1321725,0.045004566
939.501864,324.3190174,0.05662385
677.1056746,293.3441232,0.057949265
1776.677189,344.7348255,0.045591511
300.149825,297.7385723,0.055108966
1146.381599,296.3398157,0.054903177
2051.639523,333.5141779,0.056081888
2074.138196,307.6615313,0.054458989
1174.63311,281.5104855,0.052133069
1905.293848,229.0333414,0.054883038
1529.622156,254.7771542,0.0527292
771.2233957,323.3382926,0.053001555
920.7676946,330.257991,0.05327766
2155.152982,311.6888564,0.054183808
2032.877434,299.775357,0.053733856
2263.267073,336.3353489,0.054529117
621.8382524,317.2898942,0.042500629
502.7897529,292.4980772,0.037559892
443.7931139,314.8818613,0.042790666
1256.358553,307.503442,0.052536375
739.1655698,241.1150037,0.050497408
2182.71464,327.0563942,0.053795948
1317.605748,320.4289212,0.047020848
1672.095403,286.0634003,0.047522714
2383.960485,301.6078334,0.048162349
1121.64566,270.3501959,0.056684969
270.1071914,351.0778769,0.046667068
248.9993487,302.4392723,0.048202367
1210.722545,263.10791,0.043675741
1516.905945,355.3698728,0.05351401
405.9861319,331.6180688,0.056956989
609.6585552,283.1627708,0.056030745
1711.75123,310.0034825,0.050018691
1622.025205,340.9485658,0.049406847
2283.745946,297.7899676,0.055134825
1676.524349,306.0981208,0.04719841
1917.336141,291.9321124,0.04098235
1438.087525,356.7073,0.033912889
1552.548376,343.302008,0.031657342
1591.800185,247.3384753,0.051539189
554.9450886,290.7927701,0.049581106
990.4460821,282.2058532,0.057061426
1055.270941,257.4414541,0.041849825
1011.579324,276.9419286,0.046262549
590.9230201,318.2673817,0.052817563
1060.801315,294.3137518,0.036806007
1722.754399,277.8474128,0.052434304
2372.107263,338.4608884,0.058382829
315.3860926,313.8987427,0.058113689
2004.827752,276.4116874,0.051283193
1833.917036,325.5861808,0.052020558
1287.103257,380.7179449,0.057753277
792.477694,298.0470083,0.06
955.7148558,293.9409124,0.06
1069.512768,248.3085921,0.06
1547.707376,294.6202492,0.06
489.645715,307.0523427,0.06
665.8685104,304.1314047,0.06
2043.668045,327.9220605,0.06
1184.757349,309.9155351,0.06
1940.492929,296.2484468,0.06
315.910682,328.3366042,0.06
1471.453626,305.1951215,0.06
1455.168512,290.3951097,0.06
2213.99523,269.2309875,0.06
1864.12895,339.9351553,0.06
852.1200066,313.6805158,0.06
1927.810745,255.6992527,0.06
2332.820689,320.4371302,0.06
500.3394897,279.6678317,0.06
1026.198761,347.4562684,0.06
1585.006958,400.2053982,0.06
